BHK,Rent,Size,Floor/Total,Floor,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
1,6000,130,Ground out of 2,Ground,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1
1,15000,505,Ground out of 3,Ground,Kasba,Kolkata,Furnished,Bachelors/Family,1
4,30000,4000,Ground out of 3,Ground,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,3
3,30000,1250,Ground out of 2,Ground,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2
1,5000,700,Ground out of 2,Ground,My Own House,Kolkata,Unfurnished,Bachelors/Family,1
2,15000,900,Ground out of 1,Ground,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1
1,6500,650,1 out of 1,1,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1
2,4500,750,Ground out of 1,Ground,Azadgarh,Kolkata,Furnished,Bachelors/Family,1
2,7000,450,Ground out of 3,Ground,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1
1,6500,350,1 out of 2,1,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1
1,17500,480,1 out of 2,1,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2
2,10000,900,Ground out of 3,Ground,Garia,Kolkata,Unfurnished,Bachelors/Family,1
1,1500,200,Ground out of 2,Ground,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1
3,25000,1100,2 out of 3,2,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3
2,12000,800,1 out of 2,1,Kasba,Kolkata,Unfurnished,Bachelors/Family,1
3,7500,1000,Ground out of 2,Ground,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2
1,7000,800,1 out of 2,1,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1
1,3500,200,Upper Basement out of 4,Upper,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1
3,10000,1190,1 out of 2,1,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2
2,14000,900,Ground out of 2,Ground,Salt Lake City,Kolkata,Unfurnished,Bachelors,2
2,15000,1500,Ground out of 2,Ground,Garia,Kolkata,Unfurnished,Bachelors/Family,2
2,6500,600,2 out of 3,2,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1
3,10000,800,Ground out of 4,Ground,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1
2,10500,800,1 out of 2,1,Santoshpur,Kolkata,Unfurnished,Family,2
3,10000,900,Ground out of 3,Ground,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2
1,5000,350,Ground out of 3,Ground,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1
2,9000,800,Ground out of 2,Ground,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1
2,20000,1600,Ground out of 3,Ground,Jadavpur University,Kolkata,Unfurnished,Bachelors,2
3,35000,1012,2 out of 3,2,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2
3,15000,1200,Ground out of 2,Ground,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,2
2,20000,700,1 out of 2,1,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,1
2,12000,1000,1 out of 3,1,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1
2,8000,800,Ground out of 3,Ground,Thakurpukur,Kolkata,Unfurnished,Bachelors,1
1,3000,500,Ground out of 1,Ground,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1
3,20000,1200,Ground out of 1,Ground,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,2
1,9000,450,Ground out of 2,Ground,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1
3,13000,950,Ground out of 2,Ground,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,2
1,7000,350,Ground out of 2,Ground,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
1,9000,450,Ground out of 3,Ground,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
1,9000,550,Ground out of 2,Ground,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1
2,10000,300,Ground out of 1,Ground,Keshtopur,Kolkata,Unfurnished,Bachelors,1
3,15000,1250,Ground out of 3,Ground,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,Bachelors/Family,2
2,7000,700,2 out of 3,2,Garia,Kolkata,Unfurnished,Bachelors/Family,1
3,8000,812,Ground out of 3,Ground,Hooghly,Kolkata,Unfurnished,Bachelors/Family,2
2,8000,550,Ground out of 2,Ground,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,1
1,5000,500,Ground out of 1,Ground,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1
1,14000,320,1 out of 2,1,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,Bachelors,1
2,5000,600,Ground out of 2,Ground,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1
2,5000,420,Ground out of 2,Ground,Barasat,Kolkata,Unfurnished,Bachelors,1
3,12000,1100,Ground out of 2,Ground,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1
1,3200,220,3 out of 4,3,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1
2,8500,700,Ground out of 2,Ground,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2
3,16000,1200,Ground out of 2,Ground,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2
2,14000,800,Ground out of 3,Ground,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2
1,8000,300,Ground out of 1,Ground,Bansdroni,Kolkata,Furnished,Bachelors,1
2,7000,650,Ground out of 2,Ground,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1
1,8000,600,1 out of 2,1,Garia,Kolkata,Furnished,Bachelors/Family,1
1,3000,350,Ground out of 3,Ground,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1
1,3800,500,1 out of 3,1,Nalta,Kolkata,Unfurnished,Bachelors,1
1,6500,400,1 out of 1,1,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1
3,20000,1750,Ground out of 3,Ground,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3
3,30000,1600,3 out of 3,3,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,2
1,8000,300,Ground out of 2,Ground,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1
2,14000,1100,1 out of 3,1,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,Bachelors/Family,2
2,7200,830,Ground out of 3,Ground,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1
2,7000,600,Ground out of 2,Ground,2 BHK,Kolkata,Semi-Furnished,Bachelors/Family,2
1,7000,500,1 out of 2,1,Baranagar,Kolkata,Unfurnished,Bachelors,2
2,7500,900,1 out of 2,1,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,1
2,8500,1250,Ground out of 1,Ground,Barasat,Kolkata,Unfurnished,Family,2
2,12000,700,Ground out of 2,Ground,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1
1,8500,850,Ground out of 1,Ground,Dakshineswar,Kolkata,Unfurnished,Bachelors,2
2,9500,550,Ground out of 1,Ground,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1
2,7500,550,Ground out of 1,Ground,"New Garia Metro, New Garia",Kolkata,Furnished,Bachelors/Family,2
2,12000,1200,Ground out of 1,Ground,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,1
3,20000,1100,Ground out of 1,Ground,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
2,8500,650,Ground out of 1,Ground,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1
3,20000,1050,Ground out of 1,Ground,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
2,6000,960,Ground out of 2,Ground,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,2
2,5500,650,1 out of 1,1,Joka,Kolkata,Unfurnished,Bachelors/Family,2
1,7000,550,Ground out of 2,Ground,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,1
2,7000,500,Ground out of 1,Ground,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2
1,6500,450,3 out of 4,3,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1
2,10000,850,1 out of 2,1,Agarpara,Kolkata,Unfurnished,Bachelors,2
1,5200,300,Ground out of 3,Ground,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1
2,13000,1000,1 out of 2,1,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3
2,7000,500,1 out of 3,1,Garia,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,756,Ground out of 3,Ground,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1
1,15000,1000,2 out of 3,2,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1
1,5000,150,1 out of 2,1,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1
1,8000,800,Ground out of 2,Ground,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1
2,8000,700,2 out of 3,2,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,2
1,5000,420,3 out of 3,3,Em Bypass South East,Kolkata,Unfurnished,Bachelors,1
2,10000,800,Ground out of 1,Ground,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1
2,12000,288,2 out of 3,2,Kasba,Kolkata,Unfurnished,Bachelors,1
2,8000,900,Ground out of 1,Ground,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2
2,21000,850,1 out of 1,1,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
1,5000,350,1 out of 1,1,Thakurpukur,Kolkata,Unfurnished,Bachelors,1
2,9000,600,Ground out of 2,Ground,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1
2,8000,1600,Ground out of 2,Ground,Kalyani,Kolkata,Semi-Furnished,Bachelors,1
2,7000,986,2 out of 3,2,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1
3,35000,1330,1 out of 3,1,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
3,15000,1300,Ground out of 3,Ground,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2
2,6200,800,Ground out of 2,Ground,Kestopur,Kolkata,Unfurnished,Bachelors,1
2,9900,800,1 out of 4,1,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1
2,7000,850,Ground out of 3,Ground,Baranagar,Kolkata,Unfurnished,Bachelors,1
1,5000,322,1 out of 3,1,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1
2,6500,800,Ground out of 2,Ground,Agarpara,Kolkata,Furnished,Bachelors/Family,1
4,40000,1500,Ground out of 2,Ground,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2
3,40000,3500,1 out of 2,1,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2
2,12000,957,1 out of 2,1,Dasnagar,Kolkata,Furnished,Bachelors,2
1,6500,850,1 out of 3,1,Baksara,Kolkata,Unfurnished,Bachelors,1
2,10000,900,Ground out of 2,Ground,Birati,Kolkata,Unfurnished,Bachelors,2
2,15000,600,Ground out of 2,Ground,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1
1,5000,350,Ground out of 5,Ground,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1
2,7000,800,Ground out of 2,Ground,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1
2,6000,320,1 out of 2,1,"Baishnabghata Patuli, Patuli",Kolkata,Unfurnished,Bachelors/Family,1
3,15000,800,Ground out of 4,Ground,Jyangra,Kolkata,Unfurnished,Bachelors/Family,1
2,10000,700,1 out of 1,1,Baghajatin,Kolkata,Semi-Furnished,Bachelors,2
2,22000,1200,1 out of 2,1,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2
2,8500,750,1 out of 2,1,Ramchandrapur north,Kolkata,Semi-Furnished,Bachelors/Family,1
3,35000,1200,Ground out of 3,Ground,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,3
2,7000,450,Ground out of 4,Ground,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors/Family,1
3,8500,1430,Ground out of 2,Ground,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1
2,6000,450,1 out of 3,1,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1
4,35000,800,Ground out of 1,Ground,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3
1,6000,400,1 out of 2,1,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1
2,8000,650,1 out of 2,1,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1
1,5000,450,1 out of 2,1,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1
2,6000,600,Ground out of 4,Ground,Belgharia,Kolkata,Unfurnished,Bachelors/Family,1
3,15000,1200,1 out of 3,1,Lake Town,Kolkata,Unfurnished,Family,2
2,9000,700,3 out of 3,3,Baguiati,Kolkata,Unfurnished,Bachelors,1
1,5000,300,Ground out of 1,Ground,Barrackpore,Kolkata,Unfurnished,Bachelors,1
3,8000,1200,1 out of 4,1,"Ramkrishna Pally, Kaikhali",Kolkata,Unfurnished,Bachelors/Family,3
3,35000,1300,Ground out of 1,Ground,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
1,5500,400,Ground out of 1,Ground,"Shyam Villa V, Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1
3,35000,1320,Ground out of 2,Ground,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2
2,11000,1000,Ground out of 1,Ground,"Anandapuri, Barrackpore",Kolkata,Furnished,Bachelors/Family,2
2,10000,700,1 out of 2,1,"Sarat Ghosh Garden, Dhakuria",Kolkata,Unfurnished,Bachelors,1
2,6500,800,Ground out of 2,Ground,locality,Kolkata,Unfurnished,Bachelors/Family,2
2,6000,900,Ground out of 3,Ground,Baguiati,Kolkata,Furnished,Bachelors/Family,1
3,36125,1700,Ground out of 2,Ground,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,2
2,6800,600,Ground out of 2,Ground,Purba Putiary,Kolkata,Unfurnished,Bachelors,1
2,8500,850,1 out of 2,1,Barasat,Kolkata,Unfurnished,Family,2
2,5000,550,1 out of 3,1,Birati,Kolkata,Unfurnished,Bachelors,1
1,6500,650,Ground out of 2,Ground,"Garia Station, Garia",Kolkata,Furnished,Bachelors/Family,1
1,6500,800,Ground out of 1,Ground,Santragachi,Kolkata,Unfurnished,Bachelors/Family,1
2,4500,475,Ground out of 2,Ground,Birati,Kolkata,Unfurnished,Bachelors/Family,1
1,6000,200,Ground out of 1,Ground,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
1,10000,400,Ground out of 2,Ground,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
1,12000,500,Ground out of 2,Ground,"Madurdaha, Hussainpur",Kolkata,Furnished,Bachelors/Family,1
2,12000,550,2 out of 3,2,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,800,1 out of 2,1,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1
2,9000,1000,2 out of 3,2,Airport Area Behala,Kolkata,Furnished,Bachelors/Family,2
1,5000,400,Ground out of 5,Ground,Sonarpur,Kolkata,Semi-Furnished,Bachelors,1
1,6000,300,1 out of 2,1,"Picnic Garden, E M Bypass",Kolkata,Unfurnished,Bachelors/Family,1
2,5500,450,1 out of 1,1,Bisharpara,Kolkata,Unfurnished,Bachelors/Family,1
2,5500,450,1 out of 2,1,Bisharpara,Kolkata,Unfurnished,Bachelors/Family,1
2,8500,1100,Ground out of 1,Ground,Nayabad,Kolkata,Unfurnished,Bachelors/Family,2
1,5000,450,2 out of 2,2,"Ananda Pally, Jadavpur",Kolkata,Unfurnished,Bachelors/Family,1
2,23000,1100,Ground out of 2,Ground,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
2,5500,650,2 out of 2,2,Behala,Kolkata,Unfurnished,Bachelors/Family,1
2,8500,780,Ground out of 2,Ground,Airport Area,Kolkata,Unfurnished,Bachelors,1
3,22000,1100,Ground out of 2,Ground,Salt Lake City Sector 2,Kolkata,Semi-Furnished,Bachelors/Family,2
1,5500,800,2 out of 3,2,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1
1,7000,500,Ground out of 2,Ground,Ranikuthi Telephone Exchange,Kolkata,Semi-Furnished,Bachelors/Family,2
1,5000,400,3 out of 5,3,Hooghly-Chinsurah,Kolkata,Unfurnished,Bachelors,1
1,5000,450,1 out of 1,1,"Bansdroni Mauza, Krishnanagar",Kolkata,Unfurnished,Bachelors/Family,1
2,6500,550,Ground out of 1,Ground,Kaikhali,Kolkata,Unfurnished,Bachelors/Family,1
2,8000,600,1 out of 2,1,700051,Kolkata,Unfurnished,Bachelors/Family,1
1,5500,200,1 out of 3,1,Jodhpur Park,Kolkata,Unfurnished,Bachelors/Family,1
2,6000,500,1 out of 2,1,Purba Sinthi Area,Kolkata,Semi-Furnished,Bachelors/Family,1
1,5500,450,Ground out of 3,Ground,Kadam Tala,Kolkata,Unfurnished,Bachelors,1
2,10000,1050,Ground out of 1,Ground,Baidyabati,Kolkata,Unfurnished,Bachelors/Family,2
3,10000,1000,2 out of 5,2,Bansdroni,Kolkata,Unfurnished,Bachelors,2
2,10000,1200,Ground out of 3,Ground,Sodepur,Kolkata,Semi-Furnished,Bachelors/Family,2
3,12000,1100,1 out of 1,1,Jagacha,Kolkata,Semi-Furnished,Family,2
1,5200,220,Ground out of 2,Ground,New Town,Kolkata,Unfurnished,Bachelors/Family,1
1,4000,350,1 out of 1,1,Behala,Kolkata,Unfurnished,Bachelors/Family,1
3,30000,1100,Ground out of 3,Ground,FC Block,Kolkata,Unfurnished,Bachelors,1
2,5146,800,Ground out of 2,Ground,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,950,Ground out of 2,Ground,"Satgachi, South Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1
3,7000,1200,Ground out of 3,Ground,Hooghly-Chinsurah,Kolkata,Unfurnished,Bachelors/Family,1
2,8500,700,Ground out of 2,Ground,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1
1,7000,500,1 out of 3,1,"AH Block, Salt Lake",Kolkata,Unfurnished,Bachelors/Family,1
2,9500,570,Ground out of 3,Ground,"Dhakuria -South East, Dhakuria",Kolkata,Unfurnished,Bachelors/Family,1
2,8000,650,2 out of 3,2,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1
3,15000,1200,1 out of 2,1,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,3
5,22500,960,Ground out of 1,Ground,Kasba,Kolkata,Unfurnished,Bachelors/Family,2
2,12500,1250,1 out of 2,1,Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,2
3,34000,120,2 out of 5,2,CA 150 sector 1 saltlake,Kolkata,Furnished,Bachelors/Family,2
3,14000,950,1 out of 2,1,Kaikhali,Kolkata,Semi-Furnished,Bachelors/Family,2
1,9500,600,1 out of 2,1,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
2,7000,750,2 out of 2,2,Baughati,Kolkata,Unfurnished,Bachelors/Family,1
3,20000,1200,3 out of 3,3,Bansdroni,Kolkata,Unfurnished,Bachelors/Family,2
1,6500,400,Ground out of 2,Ground,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1
1,7500,600,Ground out of 2,Ground,Garfa,Kolkata,Furnished,Bachelors/Family,1
2,6500,700,Ground out of 2,Ground,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1
2,9500,850,Ground out of 3,Ground,Baguiati,Kolkata,Semi-Furnished,Bachelors/Family,1
1,1800,500,Ground out of 1,Ground,Shyam Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1
2,7500,650,Ground out of 2,Ground,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1
2,10000,800,Ground out of 3,Ground,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,2
3,15000,830,3 out of 4,3,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,2
2,7000,600,Ground out of 2,Ground,Keshtopur,Kolkata,Unfurnished,Bachelors,1
2,6000,800,1 out of 2,1,"Chandannagar, Hooghly-Chinsurah",Kolkata,Unfurnished,Bachelors/Family,1
2,14000,1200,Ground out of 1,Ground,"Sakuntala Park, Behala",Kolkata,Semi-Furnished,Family,2
2,22000,1000,Ground out of 2,Ground,Jheel Road,Kolkata,Furnished,Bachelors/Family,2
2,18000,750,Ground out of 2,Ground,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors/Family,2
2,10000,800,Ground out of 3,Ground,Garia,Kolkata,Unfurnished,Bachelors,2
2,6000,1200,Ground out of 3,Ground,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,2
2,10000,750,4 out of 4,4,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1
3,10000,1500,11 out of 19,11,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,2
1,5000,300,1 out of 3,1,"Noapara, Addarsha Pally",Kolkata,Unfurnished,Bachelors/Family,1
3,10000,800,Ground out of 2,Ground,"Arobindo Pally, Paschim Putiary",Kolkata,Unfurnished,Bachelors,1
2,7000,450,Ground out of 2,Ground,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,2
4,10000,1200,5 out of 10,5,Naihati,Kolkata,Furnished,Bachelors/Family,2
2,6000,500,11 out of 14,11,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2
2,18000,900,Ground out of 1,Ground,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2
2,8000,460,Ground out of 2,Ground,Majarhati,Kolkata,Unfurnished,Bachelors,1
2,8000,530,2 out of 3,2,Baghajatin,Kolkata,Semi-Furnished,Family,1
2,13000,650,Ground out of 4,Ground,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,2
2,20000,700,Ground out of 1,Ground,Salt Lake City Sector 2,Kolkata,Semi-Furnished,Bachelors,2
2,6000,400,2 out of 3,2,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Bachelors/Family,1
2,12000,1000,Ground out of 2,Ground,"Picnic Garden, Tiljala",Kolkata,Unfurnished,Bachelors/Family,2
1,10000,400,Ground out of 2,Ground,"New Garia, Garia",Kolkata,Semi-Furnished,Bachelors,1
2,14000,700,Ground out of 3,Ground,Santoshpur,Kolkata,Unfurnished,Bachelors,2
2,10000,850,1 out of 4,1,Baranagar,Kolkata,Semi-Furnished,Bachelors,2
2,10500,558,3 out of 3,3,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2
2,6000,800,3 out of 4,3,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,900,1 out of 2,1,"Bansdroni Mauza, Krishnanagar",Kolkata,Unfurnished,Bachelors/Family,2
3,14000,1600,1 out of 3,1,Ramrajatala,Kolkata,Furnished,Bachelors/Family,2
1,3700,150,1 out of 5,1,Lake Gardens,Kolkata,Unfurnished,Bachelors,1
3,40000,1600,Ground out of 3,Ground,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2
3,25000,1000,2 out of 4,2,Rash Behari Avenue Connector,Kolkata,Unfurnished,Bachelors/Family,1
1,2200,700,1 out of 3,1,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1
1,3300,175,Ground out of 2,Ground,New Town,Kolkata,Unfurnished,Bachelors/Family,1
1,5000,450,Ground out of 1,Ground,"Siriti, Tollygunge",Kolkata,Semi-Furnished,Bachelors/Family,1
3,60000,1700,1 out of 3,1,Salt Lake City,Kolkata,Semi-Furnished,Bachelors,3
2,6000,425,2 out of 3,2,Nimta,Kolkata,Unfurnished,Bachelors/Family,1
3,7000,900,1 out of 2,1,"Michael Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,3
1,5000,400,4 out of 4,4,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1
2,11000,600,Ground out of 2,Ground,Beliaghata,Kolkata,Unfurnished,Bachelors/Family,1
2,10000,721,3 out of 4,3,Belgharia Nimta,Kolkata,Furnished,Bachelors/Family,2
3,22000,1150,1 out of 2,1,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors/Family,2
3,65000,2210,Ground out of 2,Ground,"Vedic Village, Rajarhat",Kolkata,Unfurnished,Bachelors/Family,3
2,7500,675,Ground out of 2,Ground,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1
2,45000,1320,Lower Basement out of 2,Lower,Ballygunge,Kolkata,Furnished,Bachelors/Family,2
1,5000,250,Ground out of 2,Ground,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1
2,12000,720,Ground out of 1,Ground,Shyam Bazar,Kolkata,Unfurnished,Bachelors,2
5,25000,1880,2 out of 2,2,Dashdrone,Kolkata,Unfurnished,Bachelors,2
3,18000,850,1 out of 1,1,"Sangati Colony, Netaji Nagar",Kolkata,Semi-Furnished,Bachelors/Family,3
2,25000,1050,1 out of 1,1,"Sahapur, New Alipore",Kolkata,Unfurnished,Bachelors/Family,2
1,25000,320,2 out of 7,2,"Shaheen Apartment, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,1
2,70000,750,4 out of 10,4,Santacruz West,Mumbai,Furnished,Bachelors/Family,2
1,45000,450,7 out of 10,7,"Rose Queen, Old Khar",Mumbai,Furnished,Bachelors/Family,1
3,75000,1100,2 out of 13,2,"Sabari Palm View, Chembur",Mumbai,Unfurnished,Family,3
1,14000,640,6 out of 7,6,Mira Road,Mumbai,Furnished,Bachelors/Family,1
1,60000,650,4 out of 7,4,"Siddhivinayak, Bandra West",Mumbai,Unfurnished,Bachelors,1
2,160000,800,14 out of 14,14,parivar safalya chs,Mumbai,Unfurnished,Bachelors/Family,2
4,300000,1600,43 out of 78,43,"Trump Tower, Worli",Mumbai,Semi-Furnished,Bachelors/Family,5
